town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,transaction_year,transaction_month_num,remaining_lease_years,age_of_flat_at_transaction,price_per_sqm
pasir ris,executive,541,pasir ris st 51,10 to 12,143.0,apartment,1992,72 years 07 months,715000.0,2019,5,72,27,5000.0
pasir ris,executive,208,pasir ris st 21,07 to 09,147.0,apartment,1993,73 years 03 months,540000.0,2019,6,73,26,3673.469387755102
pasir ris,executive,239,pasir ris st 21,10 to 12,147.0,apartment,1993,73 years 02 months,565000.0,2019,6,73,26,3843.5374149659865
pasir ris,executive,710,pasir ris st 72,07 to 09,146.0,apartment,1996,76 years 01 month,600000.0,2019,6,76,23,4109.58904109589
pasir ris,executive,642,pasir ris dr 10,01 to 03,145.0,apartment,1995,75 years 03 months,605000.0,2019,6,75,24,4172.413793103448
pasir ris,executive,459,pasir ris dr 4,01 to 03,142.0,apartment,1992,72 years 06 months,615000.0,2019,6,72,27,4330.985915492958
pasir ris,executive,714,pasir ris st 72,01 to 03,153.0,maisonette,1996,76 years,618000.0,2019,6,76,23,4039.2156862745096
pasir ris,executive,420,pasir ris dr 6,01 to 03,146.0,maisonette,1989,68 years 07 months,680000.0,2019,6,68,30,4657.534246575343
pasir ris,executive,108,pasir ris st 12,10 to 12,149.0,maisonette,1988,68 years 04 months,685000.0,2019,6,68,31,4597.315436241611
pasir ris,executive,605,elias rd,13 to 15,150.0,apartment,1995,74 years 09 months,715000.0,2019,6,74,24,4766.666666666667
pasir ris,executive,460,pasir ris dr 4,07 to 09,146.0,apartment,1992,72 years 06 months,720000.0,2019,6,72,27,4931.506849315068
pasir ris,executive,544,pasir ris st 51,10 to 12,145.0,apartment,1992,72 years 06 months,725000.0,2019,6,72,27,5000.0
pasir ris,executive,422,pasir ris dr 6,10 to 12,151.0,maisonette,1989,69 years 04 months,735000.0,2019,6,69,30,4867.549668874172
pasir ris,executive,203,pasir ris st 21,04 to 06,148.0,apartment,1993,73 years 02 months,530000.0,2019,7,73,26,3581.0810810810813
pasir ris,executive,203,pasir ris st 21,07 to 09,147.0,apartment,1993,73 years 02 months,540000.0,2019,7,73,26,3673.469387755102
pasir ris,executive,203,pasir ris st 21,10 to 12,147.0,apartment,1993,73 years 02 months,555000.0,2019,7,73,26,3775.5102040816328
pasir ris,executive,130,pasir ris st 11,01 to 03,149.0,apartment,1994,73 years 09 months,585000.0,2019,7,73,25,3926.1744966442952
pasir ris,executive,130,pasir ris st 11,01 to 03,151.0,apartment,1994,73 years 09 months,595000.0,2019,7,73,25,3940.3973509933776
pasir ris,executive,714,pasir ris st 72,07 to 09,146.0,apartment,1996,75 years 11 months,620000.0,2019,7,75,23,4246.575342465753
pasir ris,executive,101,pasir ris st 12,07 to 09,146.0,maisonette,1988,68 years 04 months,635000.0,2019,7,68,31,4349.315068493151
pasir ris,executive,778,pasir ris st 71,07 to 09,143.0,apartment,1996,76 years 01 month,638000.0,2019,7,76,23,4461.538461538462
pasir ris,executive,471,pasir ris dr 6,01 to 03,147.0,maisonette,1989,69 years 07 months,640000.0,2019,7,69,30,4353.741496598639
pasir ris,executive,460,pasir ris dr 4,04 to 06,146.0,apartment,1992,72 years 05 months,643888.0,2019,7,72,27,4410.191780821918
pasir ris,executive,537,pasir ris st 51,04 to 06,148.0,maisonette,1992,72 years 05 months,645000.0,2019,7,72,27,4358.108108108108
pasir ris,executive,460,pasir ris dr 4,10 to 12,144.0,apartment,1992,72 years 05 months,660000.0,2019,7,72,27,4583.333333333333
pasir ris,executive,207,pasir ris st 21,01 to 03,149.0,apartment,1993,73 years 01 month,510000.0,2019,8,73,26,3422.818791946309
pasir ris,executive,237,pasir ris st 21,04 to 06,149.0,apartment,1993,72 years 11 months,515000.0,2019,8,72,26,3456.3758389261743
pasir ris,executive,712,pasir ris st 72,01 to 03,147.0,apartment,1996,75 years 10 months,535000.0,2019,8,75,23,3639.4557823129253
pasir ris,executive,134,pasir ris st 11,01 to 03,149.0,apartment,1994,73 years 08 months,570000.0,2019,8,73,25,3825.503355704698
pasir ris,executive,237,pasir ris st 21,10 to 12,149.0,apartment,1993,72 years 11 months,587000.0,2019,8,72,26,3939.5973154362414
pasir ris,executive,269,pasir ris st 21,04 to 06,144.0,apartment,1994,74 years 02 months,610000.0,2019,8,74,25,4236.111111111111
pasir ris,executive,456,pasir ris dr 4,04 to 06,142.0,apartment,1992,72 years 04 months,622000.0,2019,8,72,27,4380.281690140845
pasir ris,executive,609,elias rd,04 to 06,149.0,apartment,1995,74 years 11 months,650000.0,2019,8,74,24,4362.416107382551
pasir ris,executive,507,pasir ris st 52,13 to 15,146.0,apartment,1993,73 years 02 months,668000.0,2019,8,73,26,4575.342465753424
pasir ris,executive,422,pasir ris dr 6,01 to 03,151.0,maisonette,1989,69 years 03 months,670000.0,2019,8,69,30,4437.086092715232
pasir ris,executive,247,pasir ris st 21,13 to 15,169.0,apartment,1993,72 years 11 months,712500.0,2019,8,72,26,4215.9763313609465
pasir ris,executive,583,pasir ris st 53,07 to 09,147.0,apartment,1995,75 years 02 months,766000.0,2019,8,75,24,5210.884353741497
pasir ris,executive,408,pasir ris dr 6,10 to 12,145.0,maisonette,1990,69 years 08 months,771888.0,2019,8,69,29,5323.365517241379
pasir ris,executive,586,pasir ris st 53,10 to 12,146.0,apartment,1995,75 years 02 months,780000.0,2019,8,75,24,5342.465753424657
pasir ris,executive,206,pasir ris st 21,04 to 06,146.0,apartment,1993,73 years,530000.0,2019,9,73,26,3630.1369863013697
pasir ris,executive,203,pasir ris st 21,01 to 03,148.0,apartment,1993,73 years,540000.0,2019,9,73,26,3648.6486486486488
pasir ris,executive,244,pasir ris st 21,07 to 09,150.0,apartment,1993,72 years 10 months,575000.0,2019,9,72,26,3833.3333333333335
pasir ris,executive,713,pasir ris st 72,10 to 12,148.0,apartment,1996,75 years 09 months,630000.0,2019,9,75,23,4256.756756756757
pasir ris,executive,605,elias rd,01 to 03,149.0,apartment,1995,74 years 07 months,645000.0,2019,9,74,24,4328.859060402685
pasir ris,executive,586,pasir ris st 53,04 to 06,146.0,apartment,1995,75 years 01 month,780000.0,2019,9,75,24,5342.465753424657
pasir ris,executive,136,pasir ris st 11,07 to 09,188.0,maisonette,1994,74 years 01 month,800000.0,2019,9,74,25,4255.31914893617
pasir ris,executive,270,pasir ris st 21,07 to 09,145.0,apartment,1994,74 years,539888.0,2019,10,74,25,3723.365517241379
pasir ris,executive,160,pasir ris st 13,01 to 03,149.0,apartment,1995,74 years 04 months,546000.0,2019,10,74,24,3664.4295302013425
pasir ris,executive,240,pasir ris st 21,10 to 12,147.0,apartment,1993,72 years 09 months,568000.0,2019,10,72,26,3863.9455782312925
pasir ris,executive,245,pasir ris st 21,10 to 12,148.0,apartment,1993,72 years 09 months,571000.0,2019,10,72,26,3858.108108108108
pasir ris,executive,466,pasir ris st 41,07 to 09,144.0,apartment,1992,72 years 02 months,600000.0,2019,10,72,27,4166.666666666667
pasir ris,executive,648,pasir ris dr 10,07 to 09,148.0,apartment,1995,74 years 10 months,605000.0,2019,10,74,24,4087.837837837838
pasir ris,executive,249,pasir ris st 21,04 to 06,148.0,apartment,1993,72 years 09 months,608000.0,2019,10,72,26,4108.108108108108
pasir ris,executive,648,pasir ris dr 10,07 to 09,149.0,apartment,1995,74 years 10 months,620000.0,2019,10,74,24,4161.073825503356
pasir ris,executive,606,elias rd,04 to 06,154.0,apartment,1995,74 years 05 months,655000.0,2019,10,74,24,4253.2467532467535
pasir ris,executive,781,pasir ris st 71,10 to 12,143.0,apartment,1996,75 years 10 months,670000.0,2019,10,75,23,4685.314685314685
pasir ris,executive,111,pasir ris st 11,01 to 03,145.0,maisonette,1990,69 years 06 months,675000.0,2019,10,69,29,4655.172413793103
pasir ris,executive,418,pasir ris dr 6,01 to 03,149.0,maisonette,1989,68 years 06 months,679999.0,2019,10,68,30,4563.751677852349
pasir ris,executive,422,pasir ris dr 6,04 to 06,155.0,maisonette,1989,69 years,725000.0,2019,10,69,30,4677.419354838709
pasir ris,executive,422,pasir ris dr 6,10 to 12,151.0,maisonette,1989,69 years,750000.0,2019,10,69,30,4966.887417218543
pasir ris,executive,207,pasir ris st 21,07 to 09,147.0,apartment,1993,72 years 10 months,545000.0,2019,11,72,26,3707.482993197279
pasir ris,executive,236,pasir ris st 21,10 to 12,147.0,apartment,1993,72 years 08 months,570000.0,2019,11,72,26,3877.5510204081634
pasir ris,executive,160,pasir ris st 13,04 to 06,149.0,apartment,1995,74 years 03 months,580000.0,2019,11,74,24,3892.6174496644294
pasir ris,executive,152,pasir ris st 13,01 to 03,159.0,apartment,1995,74 years 03 months,620000.0,2019,11,74,24,3899.37106918239
pasir ris,executive,506,pasir ris st 52,07 to 09,145.0,apartment,1993,72 years 10 months,635000.0,2019,11,72,26,4379.310344827586
pasir ris,executive,712,pasir ris st 72,16 to 18,146.0,apartment,1996,75 years 08 months,640000.0,2019,11,75,23,4383.561643835616
pasir ris,executive,506,pasir ris st 52,13 to 15,146.0,apartment,1993,72 years 10 months,670000.0,2019,11,72,26,4589.041095890411
pasir ris,executive,504,pasir ris st 52,10 to 12,145.0,apartment,1993,72 years 11 months,678000.0,2019,11,72,26,4675.862068965517
pasir ris,executive,471,pasir ris dr 6,01 to 03,147.0,maisonette,1989,68 years 08 months,685000.0,2019,11,68,30,4659.863945578231
pasir ris,executive,543,pasir ris st 51,01 to 03,144.0,apartment,1992,71 years 11 months,700000.0,2019,11,71,27,4861.111111111111
pasir ris,executive,531,pasir ris dr 1,07 to 09,149.0,maisonette,1992,71 years 11 months,710000.0,2019,11,71,27,4765.10067114094
pasir ris,executive,646,pasir ris dr 10,10 to 12,146.0,apartment,1995,74 years 09 months,630000.0,2019,12,74,24,4315.068493150685
pasir ris,executive,459,pasir ris dr 4,10 to 12,144.0,apartment,1992,72 years,700000.0,2019,12,72,27,4861.111111111111
pasir ris,executive,420,pasir ris dr 6,01 to 03,146.0,maisonette,1989,68 years 01 month,715000.0,2019,12,68,30,4897.260273972603
pasir ris,executive,111,pasir ris st 11,01 to 03,146.0,maisonette,1990,69 years 04 months,675000.0,2019,12,69,29,4623.287671232877
pasir ris,executive,268,pasir ris st 21,04 to 06,146.0,apartment,1994,73 years 11 months,545000.0,2019,12,73,25,3732.876712328767
pasir ris,executive,222,pasir ris st 21,07 to 09,149.0,apartment,1993,72 years 07 months,538000.0,2019,12,72,26,3610.738255033557
pasir ris,executive,537,pasir ris st 51,10 to 12,144.0,apartment,1992,72 years,735000.0,2019,12,72,27,5104.166666666667
pasir ris,executive,540,pasir ris st 51,04 to 06,145.0,apartment,1992,72 years,650000.0,2019,12,72,27,4482.758620689655
pasir ris,executive,506,pasir ris st 52,04 to 06,146.0,apartment,1993,72 years 09 months,633000.0,2019,12,72,26,4335.6164383561645
pasir ris,executive,710,pasir ris st 72,01 to 03,146.0,apartment,1996,75 years 06 months,525000.0,2019,12,75,23,3595.890410958904
pasir ris,executive,535,pasir ris dr 1,04 to 06,145.0,apartment,1992,71 years 11 months,685000.0,2020,1,71,28,4724.137931034483
pasir ris,executive,645,pasir ris dr 10,01 to 03,148.0,apartment,1995,74 years 08 months,578000.0,2020,1,74,25,3905.4054054054054
pasir ris,executive,460,pasir ris dr 4,01 to 03,142.0,apartment,1992,71 years 11 months,530000.0,2020,1,71,28,3732.394366197183
pasir ris,executive,160,pasir ris st 13,07 to 09,146.0,apartment,1995,74 years 01 month,585000.0,2020,1,74,25,4006.849315068493
pasir ris,executive,156,pasir ris st 13,04 to 06,147.0,apartment,1995,74 years 01 month,560000.0,2020,1,74,25,3809.5238095238096
pasir ris,executive,208,pasir ris st 21,07 to 09,149.0,apartment,1993,72 years 08 months,588000.0,2020,1,72,27,3946.308724832215
pasir ris,executive,246,pasir ris st 21,07 to 09,149.0,apartment,1993,72 years 06 months,585000.0,2020,1,72,27,3926.1744966442952
pasir ris,executive,540,pasir ris st 51,01 to 03,145.0,apartment,1992,71 years 11 months,628000.0,2020,1,71,28,4331.0344827586205
pasir ris,executive,501,pasir ris st 52,04 to 06,147.0,apartment,1993,72 years 11 months,630000.0,2020,1,72,27,4285.714285714285
pasir ris,executive,510,pasir ris st 52,04 to 06,146.0,apartment,1993,72 years 08 months,580000.0,2020,1,72,27,3972.6027397260273
pasir ris,executive,580,pasir ris st 53,10 to 12,147.0,apartment,1995,74 years 09 months,775000.0,2020,1,74,25,5272.108843537415
pasir ris,executive,717,pasir ris st 72,01 to 03,146.0,apartment,1996,75 years 05 months,526800.0,2020,1,75,24,3608.219178082192
pasir ris,executive,609,elias rd,07 to 09,149.0,apartment,1995,74 years 05 months,660000.0,2020,2,74,25,4429.5302013422815
pasir ris,executive,643,pasir ris dr 10,07 to 09,149.0,apartment,1995,74 years 06 months,606500.0,2020,2,74,25,4070.469798657718
pasir ris,executive,646,pasir ris dr 10,07 to 09,150.0,apartment,1995,74 years 07 months,613888.0,2020,2,74,25,4092.5866666666666
pasir ris,executive,457,pasir ris dr 4,04 to 06,142.0,apartment,1992,71 years 10 months,600000.0,2020,2,71,28,4225.352112676056
pasir ris,executive,128,pasir ris st 11,04 to 06,151.0,maisonette,1988,67 years 09 months,575000.0,2020,2,67,32,3807.9470198675494
pasir ris,executive,101,pasir ris st 12,10 to 12,149.0,maisonette,1988,67 years 09 months,675000.0,2020,2,67,32,4530.201342281879
pasir ris,executive,217,pasir ris st 21,10 to 12,149.0,apartment,1993,72 years 06 months,580000.0,2020,2,72,27,3892.6174496644294
pasir ris,executive,205,pasir ris st 21,10 to 12,148.0,apartment,1993,72 years 07 months,567000.0,2020,2,72,27,3831.0810810810813
pasir ris,executive,541,pasir ris st 51,07 to 09,144.0,apartment,1992,71 years 10 months,770000.0,2020,2,71,28,5347.222222222223
pasir ris,executive,544,pasir ris st 51,07 to 09,143.0,apartment,1992,71 years 10 months,630000.0,2020,2,71,28,4405.5944055944055
pasir ris,executive,505,pasir ris st 52,13 to 15,146.0,apartment,1993,72 years 07 months,670000.0,2020,2,72,27,4589.041095890411
pasir ris,executive,581,pasir ris st 53,01 to 03,149.0,apartment,1995,74 years 08 months,700000.0,2020,2,74,25,4697.986577181208
pasir ris,executive,578,pasir ris st 53,01 to 03,148.0,apartment,1995,74 years 08 months,710000.0,2020,2,74,25,4797.2972972972975
pasir ris,executive,782,pasir ris st 71,07 to 09,144.0,apartment,1996,75 years 06 months,639000.0,2020,2,75,24,4437.5
pasir ris,executive,606,elias rd,01 to 03,154.0,apartment,1995,74 years,688000.0,2020,3,74,25,4467.532467532467
pasir ris,executive,642,pasir ris dr 10,07 to 09,148.0,apartment,1995,74 years 05 months,610000.0,2020,3,74,25,4121.621621621622
pasir ris,executive,129,pasir ris st 11,04 to 06,146.0,maisonette,1988,67 years 08 months,595000.0,2020,3,67,32,4075.3424657534247
pasir ris,executive,271,pasir ris st 21,04 to 06,143.0,apartment,1994,73 years 08 months,580000.0,2020,3,73,26,4055.944055944056
pasir ris,executive,207,pasir ris st 21,01 to 03,147.0,apartment,1993,72 years 06 months,540000.0,2020,3,72,27,3673.469387755102
pasir ris,executive,537,pasir ris st 51,04 to 06,148.0,maisonette,1992,71 years 09 months,760000.0,2020,3,71,28,5135.135135135135
pasir ris,executive,108,pasir ris st 12,10 to 12,146.0,maisonette,1988,67 years 05 months,650000.0,2020,4,67,32,4452.054794520548
pasir ris,executive,161,pasir ris st 13,07 to 09,150.0,apartment,1995,73 years 11 months,630000.0,2020,4,73,25,4200.0
pasir ris,executive,236,pasir ris st 21,04 to 06,147.0,apartment,1993,72 years 03 months,600000.0,2020,4,72,27,4081.6326530612246
pasir ris,executive,239,pasir ris st 21,07 to 09,146.0,apartment,1993,72 years 04 months,550000.0,2020,4,72,27,3767.123287671233
pasir ris,executive,208,pasir ris st 21,04 to 06,147.0,apartment,1993,72 years 05 months,520000.0,2020,4,72,27,3537.4149659863947
pasir ris,executive,717,pasir ris st 72,10 to 12,148.0,apartment,1996,75 years 03 months,585000.0,2020,4,75,24,3952.7027027027025
pasir ris,executive,129,pasir ris st 11,01 to 03,146.0,maisonette,1988,67 years 07 months,575000.0,2020,5,67,32,3938.3561643835615
pasir ris,executive,220,pasir ris st 21,10 to 12,148.0,apartment,1993,72 years 03 months,600000.0,2020,5,72,27,4054.054054054054
pasir ris,executive,243,pasir ris st 21,07 to 09,145.0,apartment,1993,72 years 03 months,538000.0,2020,5,72,27,3710.344827586207
pasir ris,executive,646,pasir ris dr 10,04 to 06,146.0,apartment,1995,74 years 06 months,575000.0,2020,6,74,25,3938.3561643835615
pasir ris,executive,647,pasir ris dr 10,04 to 06,148.0,apartment,1995,74 years 04 months,610000.0,2020,6,74,25,4121.621621621622
pasir ris,executive,642,pasir ris dr 10,04 to 06,150.0,apartment,1995,74 years 03 months,615000.0,2020,6,74,25,4100.0
pasir ris,executive,459,pasir ris dr 4,07 to 09,144.0,apartment,1992,71 years 08 months,645000.0,2020,6,71,28,4479.166666666667
pasir ris,executive,418,pasir ris dr 6,04 to 06,149.0,maisonette,1989,68 years,708000.0,2020,6,68,31,4751.677852348993
pasir ris,executive,134,pasir ris st 11,07 to 09,145.0,apartment,1994,73 years,575000.0,2020,6,73,26,3965.5172413793102
pasir ris,executive,128,pasir ris st 11,04 to 06,146.0,maisonette,1988,67 years 06 months,595000.0,2020,6,67,32,4075.3424657534247
pasir ris,executive,136,pasir ris st 11,04 to 06,149.0,apartment,1994,73 years 05 months,575000.0,2020,6,73,26,3859.0604026845635
pasir ris,executive,209,pasir ris st 21,10 to 12,149.0,apartment,1993,72 years 05 months,588888.0,2020,6,72,27,3952.268456375839
pasir ris,executive,205,pasir ris st 21,01 to 03,147.0,apartment,1993,72 years 05 months,545000.0,2020,6,72,27,3707.482993197279
pasir ris,executive,204,pasir ris st 21,04 to 06,147.0,apartment,1993,72 years 05 months,560000.0,2020,6,72,27,3809.5238095238096
pasir ris,executive,271,pasir ris st 21,01 to 03,146.0,apartment,1994,73 years 05 months,545000.0,2020,6,73,26,3732.876712328767
pasir ris,executive,210,pasir ris st 21,04 to 06,149.0,apartment,1993,72 years 04 months,573000.0,2020,6,72,27,3845.6375838926174
pasir ris,executive,541,pasir ris st 51,04 to 06,143.0,apartment,1992,71 years 06 months,650000.0,2020,6,71,28,4545.454545454545
pasir ris,executive,505,pasir ris st 52,07 to 09,146.0,apartment,1993,72 years 05 months,650000.0,2020,6,72,27,4452.054794520548
pasir ris,executive,581,pasir ris st 53,07 to 09,147.0,apartment,1995,74 years 06 months,700000.0,2020,6,74,25,4761.9047619047615
pasir ris,executive,713,pasir ris st 72,01 to 03,147.0,apartment,1996,75 years 02 months,540000.0,2020,6,75,24,3673.469387755102
pasir ris,executive,607,elias rd,01 to 03,155.0,apartment,1995,74 years,615000.0,2020,7,74,25,3967.7419354838707
pasir ris,executive,608,elias rd,16 to 18,149.0,apartment,1995,74 years,700000.0,2020,7,74,25,4697.986577181208
pasir ris,executive,536,pasir ris dr 1,10 to 12,147.0,apartment,1992,71 years 05 months,668000.0,2020,7,71,28,4544.21768707483
pasir ris,executive,460,pasir ris dr 4,07 to 09,144.0,apartment,1992,71 years 05 months,685000.0,2020,7,71,28,4756.944444444444
pasir ris,executive,413,pasir ris dr 6,01 to 03,146.0,maisonette,1989,68 years 05 months,708000.0,2020,7,68,31,4849.315068493151
pasir ris,executive,129,pasir ris st 11,04 to 06,146.0,maisonette,1988,67 years 04 months,643000.0,2020,7,67,32,4404.109589041096
pasir ris,executive,129,pasir ris st 11,04 to 06,146.0,maisonette,1988,67 years 04 months,588800.0,2020,7,67,32,4032.876712328767
pasir ris,executive,108,pasir ris st 12,04 to 06,146.0,maisonette,1988,67 years 02 months,645000.0,2020,7,67,32,4417.808219178082
pasir ris,executive,240,pasir ris st 21,13 to 15,147.0,apartment,1993,72 years 01 month,548000.0,2020,7,72,27,3727.891156462585
pasir ris,executive,220,pasir ris st 21,07 to 09,148.0,apartment,1993,72 years 01 month,588888.0,2020,7,72,27,3978.972972972973
pasir ris,executive,236,pasir ris st 21,13 to 15,146.0,apartment,1993,72 years 01 month,595000.0,2020,7,72,27,4075.3424657534247
pasir ris,executive,224,pasir ris st 21,07 to 09,149.0,apartment,1993,72 years,620000.0,2020,7,72,27,4161.073825503356
pasir ris,executive,208,pasir ris st 21,07 to 09,147.0,apartment,1993,72 years 02 months,560000.0,2020,7,72,27,3809.5238095238096
pasir ris,executive,269,pasir ris st 21,04 to 06,145.0,apartment,1994,73 years 03 months,520000.0,2020,7,73,26,3586.206896551724
pasir ris,executive,506,pasir ris st 52,13 to 15,146.0,apartment,1993,72 years 03 months,680000.0,2020,7,72,27,4657.534246575343
pasir ris,executive,779,pasir ris st 71,04 to 06,143.0,apartment,1996,75 years 02 months,615000.0,2020,7,75,24,4300.699300699301
pasir ris,executive,603,elias rd,01 to 03,149.0,maisonette,1995,73 years 07 months,645000.0,2020,8,73,25,4328.859060402685
pasir ris,executive,609,elias rd,10 to 12,155.0,apartment,1995,73 years 11 months,630000.0,2020,8,73,25,4064.516129032258
pasir ris,executive,650,pasir ris dr 10,07 to 09,146.0,apartment,1995,74 years 01 month,555000.0,2020,8,74,25,3801.3698630136987
pasir ris,executive,648,pasir ris dr 10,04 to 06,148.0,apartment,1995,74 years,622000.0,2020,8,74,25,4202.7027027027025
pasir ris,executive,646,pasir ris dr 10,07 to 09,146.0,apartment,1995,74 years 01 month,590000.0,2020,8,74,25,4041.095890410959
pasir ris,executive,460,pasir ris dr 4,01 to 03,144.0,apartment,1992,71 years 04 months,605000.0,2020,8,71,28,4201.388888888889
pasir ris,executive,457,pasir ris dr 4,04 to 06,142.0,apartment,1992,71 years 04 months,600000.0,2020,8,71,28,4225.352112676056
pasir ris,executive,418,pasir ris dr 6,04 to 06,149.0,maisonette,1989,67 years 09 months,721800.0,2020,8,67,31,4844.295302013423
pasir ris,executive,136,pasir ris st 11,07 to 09,149.0,apartment,1994,73 years 02 months,565000.0,2020,8,73,26,3791.9463087248323
pasir ris,executive,120,pasir ris st 11,01 to 03,147.0,maisonette,1988,66 years 11 months,580000.0,2020,8,66,32,3945.578231292517
pasir ris,executive,101,pasir ris st 12,07 to 09,146.0,maisonette,1988,67 years 04 months,625000.0,2020,8,67,32,4280.821917808219
pasir ris,executive,160,pasir ris st 13,01 to 03,148.0,apartment,1995,73 years 06 months,520000.0,2020,8,73,25,3513.5135135135133
pasir ris,executive,240,pasir ris st 21,07 to 09,147.0,apartment,1993,72 years,573000.0,2020,8,72,27,3897.9591836734694
pasir ris,executive,220,pasir ris st 21,07 to 09,152.0,apartment,1993,71 years 11 months,550000.0,2020,8,71,27,3618.4210526315787
pasir ris,executive,248,pasir ris st 21,07 to 09,146.0,apartment,1993,72 years,518000.0,2020,8,72,27,3547.945205479452
pasir ris,executive,247,pasir ris st 21,01 to 03,148.0,apartment,1993,71 years 11 months,575000.0,2020,8,71,27,3885.135135135135
pasir ris,executive,248,pasir ris st 21,04 to 06,146.0,apartment,1993,72 years,565000.0,2020,8,72,27,3869.8630136986303
pasir ris,executive,205,pasir ris st 21,07 to 09,148.0,apartment,1993,72 years 02 months,588000.0,2020,8,72,27,3972.972972972973
pasir ris,executive,244,pasir ris st 21,10 to 12,145.0,apartment,1993,71 years 11 months,585000.0,2020,8,71,27,4034.4827586206898
pasir ris,executive,236,pasir ris st 21,01 to 03,146.0,apartment,1993,71 years 11 months,570000.0,2020,8,71,27,3904.109589041096
pasir ris,executive,236,pasir ris st 21,01 to 03,150.0,apartment,1993,71 years 11 months,548000.0,2020,8,71,27,3653.3333333333335
pasir ris,executive,251,pasir ris st 21,01 to 03,149.0,apartment,1993,71 years 11 months,580000.0,2020,8,71,27,3892.6174496644294
pasir ris,executive,550,pasir ris st 51,13 to 15,144.0,apartment,1992,71 years 04 months,705000.0,2020,8,71,28,4895.833333333333
pasir ris,executive,543,pasir ris st 51,10 to 12,144.0,apartment,1992,71 years 04 months,680000.0,2020,8,71,28,4722.222222222223
pasir ris,executive,538,pasir ris st 51,01 to 03,144.0,apartment,1992,71 years 04 months,640000.0,2020,8,71,28,4444.444444444444
pasir ris,executive,585,pasir ris st 53,10 to 12,152.0,maisonette,1995,74 years 02 months,730000.0,2020,8,74,25,4802.631578947368
pasir ris,executive,782,pasir ris st 71,07 to 09,143.0,apartment,1996,75 years,633000.0,2020,8,75,24,4426.573426573426
pasir ris,executive,604,elias rd,07 to 09,154.0,apartment,1995,73 years 06 months,700000.0,2020,9,73,25,4545.454545454545
pasir ris,executive,422,pasir ris dr 6,04 to 06,151.0,maisonette,1989,68 years 02 months,740000.0,2020,9,68,31,4900.662251655629
pasir ris,executive,128,pasir ris st 11,04 to 06,151.0,maisonette,1988,67 years 03 months,585000.0,2020,9,67,32,3874.1721854304637
pasir ris,executive,131,pasir ris st 11,01 to 03,147.0,apartment,1994,73 years 02 months,535000.0,2020,9,73,26,3639.4557823129253
pasir ris,executive,134,pasir ris st 11,04 to 06,145.0,apartment,1994,72 years 07 months,570000.0,2020,9,72,26,3931.0344827586205
pasir ris,executive,108,pasir ris st 12,04 to 06,146.0,maisonette,1988,67 years,640000.0,2020,9,67,32,4383.561643835616
pasir ris,executive,101,pasir ris st 12,10 to 12,146.0,maisonette,1988,67 years 02 months,670000.0,2020,9,67,32,4589.041095890411
pasir ris,executive,153,pasir ris st 13,01 to 03,144.0,apartment,1995,73 years 06 months,530000.0,2020,9,73,25,3680.5555555555557
pasir ris,executive,236,pasir ris st 21,04 to 06,148.0,apartment,1993,71 years 11 months,600000.0,2020,9,71,27,4054.054054054054
pasir ris,executive,220,pasir ris st 21,01 to 03,148.0,apartment,1993,71 years 11 months,530000.0,2020,9,71,27,3581.0810810810813
pasir ris,executive,266,pasir ris st 21,04 to 06,146.0,apartment,1994,73 years 02 months,598000.0,2020,9,73,26,4095.890410958904
pasir ris,executive,209,pasir ris st 21,04 to 06,147.0,apartment,1993,72 years,593000.0,2020,9,72,27,4034.013605442177
pasir ris,executive,224,pasir ris st 21,10 to 12,147.0,apartment,1993,71 years 10 months,579000.0,2020,9,71,27,3938.7755102040815
pasir ris,executive,466,pasir ris st 41,01 to 03,148.0,maisonette,1992,71 years 03 months,628000.0,2020,9,71,28,4243.243243243243
pasir ris,executive,541,pasir ris st 51,04 to 06,143.0,apartment,1992,71 years 04 months,650000.0,2020,9,71,28,4545.454545454545
pasir ris,executive,537,pasir ris st 51,04 to 06,144.0,apartment,1992,71 years 03 months,700000.0,2020,9,71,28,4861.111111111111
pasir ris,executive,580,pasir ris st 53,07 to 09,148.0,apartment,1995,74 years 02 months,770000.0,2020,9,74,25,5202.7027027027025
pasir ris,executive,586,pasir ris st 53,07 to 09,145.0,apartment,1995,74 years 01 month,758000.0,2020,9,74,25,5227.586206896552
pasir ris,executive,782,pasir ris st 71,01 to 03,143.0,apartment,1996,75 years,625000.0,2020,9,75,24,4370.629370629371
pasir ris,executive,714,pasir ris st 72,07 to 09,143.0,apartment,1996,74 years 09 months,625000.0,2020,9,74,24,4370.629370629371
pasir ris,executive,604,elias rd,13 to 15,150.0,apartment,1995,73 years 06 months,700000.0,2020,10,73,25,4666.666666666667
pasir ris,executive,531,pasir ris dr 1,07 to 09,148.0,maisonette,1992,71 years 03 months,765000.0,2020,10,71,28,5168.918918918919
pasir ris,executive,459,pasir ris dr 4,07 to 09,147.0,apartment,1992,71 years 02 months,655000.0,2020,10,71,28,4455.78231292517
pasir ris,executive,460,pasir ris dr 4,04 to 06,146.0,apartment,1992,71 years 02 months,635000.0,2020,10,71,28,4349.315068493151
pasir ris,executive,448,pasir ris dr 6,04 to 06,146.0,maisonette,1989,68 years 02 months,688000.0,2020,10,68,31,4712.328767123287
