town,flat_type,block,street_name,storey_range,floor_area_sqm,flat_model,lease_commence_date,remaining_lease,resale_price,transaction_year,transaction_month_num,remaining_lease_years,age_of_flat_at_transaction,price_per_sqm
pasir ris,executive,243,pasir ris st 21,04 to 06,150.0,apartment,1993,74 years 03 months,500000.0,2018,4,74,25,3333.3333333333335
pasir ris,executive,221,pasir ris st 21,04 to 06,148.0,apartment,1993,74 years 03 months,510000.0,2018,4,74,25,3445.945945945946
pasir ris,executive,240,pasir ris st 21,04 to 06,146.0,apartment,1993,74 years 03 months,519000.0,2018,4,74,25,3554.794520547945
pasir ris,executive,271,pasir ris st 21,04 to 06,146.0,apartment,1994,75 years 07 months,520000.0,2018,4,75,24,3561.6438356164385
pasir ris,executive,642,pasir ris dr 10,04 to 06,148.0,apartment,1995,76 years 04 months,560000.0,2018,4,76,23,3783.7837837837837
pasir ris,executive,717,pasir ris st 72,04 to 06,143.0,apartment,1996,77 years 02 months,575000.0,2018,4,77,22,4020.979020979021
pasir ris,executive,645,pasir ris dr 10,07 to 09,149.0,apartment,1995,76 years 05 months,593000.0,2018,4,76,23,3979.8657718120803
pasir ris,executive,501,pasir ris st 52,01 to 03,145.0,apartment,1993,74 years 09 months,595000.0,2018,4,74,25,4103.448275862069
pasir ris,executive,219,pasir ris st 21,04 to 06,148.0,apartment,1993,74 years 03 months,600000.0,2018,4,74,25,4054.054054054054
pasir ris,executive,504,pasir ris st 52,01 to 03,146.0,apartment,1993,74 years 05 months,610000.0,2018,4,74,25,4178.082191780822
pasir ris,executive,241,pasir ris st 21,07 to 09,158.0,apartment,1993,74 years 04 months,610000.0,2018,4,74,25,3860.759493670886
pasir ris,executive,715,pasir ris st 72,10 to 12,148.0,apartment,1996,77 years 02 months,630000.0,2018,4,77,22,4256.756756756757
pasir ris,executive,550,pasir ris st 51,07 to 09,144.0,apartment,1992,73 years 08 months,640000.0,2018,4,73,26,4444.444444444444
pasir ris,executive,418,pasir ris dr 6,04 to 06,149.0,maisonette,1989,70 years,650000.0,2018,4,70,29,4362.416107382551
pasir ris,executive,502,pasir ris st 52,04 to 06,147.0,apartment,1993,74 years 08 months,675000.0,2018,4,74,25,4591.836734693878
pasir ris,executive,579,pasir ris st 53,04 to 06,145.0,apartment,1995,76 years 07 months,685000.0,2018,4,76,23,4724.137931034483
pasir ris,executive,408,pasir ris dr 6,04 to 06,152.0,maisonette,1990,71 years,700000.0,2018,4,71,28,4605.263157894737
pasir ris,executive,464,pasir ris st 41,07 to 09,148.0,maisonette,1992,73 years 08 months,706000.0,2018,4,73,26,4770.27027027027
pasir ris,executive,542,pasir ris st 51,01 to 03,147.0,maisonette,1992,73 years 09 months,710000.0,2018,4,73,26,4829.931972789115
pasir ris,executive,538,pasir ris st 51,13 to 15,144.0,apartment,1992,73 years 08 months,718888.0,2018,4,73,26,4992.277777777777
pasir ris,executive,548,pasir ris st 51,07 to 09,144.0,apartment,1992,73 years 08 months,720000.0,2018,4,73,26,5000.0
pasir ris,executive,586,pasir ris st 53,04 to 06,148.0,apartment,1995,76 years 06 months,738000.0,2018,4,76,23,4986.486486486487
pasir ris,executive,540,pasir ris st 51,07 to 09,144.0,apartment,1992,73 years 08 months,750000.0,2018,4,73,26,5208.333333333333
pasir ris,executive,137,pasir ris st 11,01 to 03,149.0,apartment,1994,74 years 11 months,525000.0,2018,5,74,24,3523.489932885906
pasir ris,executive,243,pasir ris st 21,07 to 09,149.0,apartment,1993,74 years 02 months,525000.0,2018,5,74,25,3523.489932885906
pasir ris,executive,217,pasir ris st 21,01 to 03,147.0,apartment,1993,74 years 03 months,530000.0,2018,5,74,25,3605.4421768707484
pasir ris,executive,123,pasir ris st 11,01 to 03,147.0,maisonette,1988,69 years 04 months,545000.0,2018,5,69,30,3707.482993197279
pasir ris,executive,134,pasir ris st 11,07 to 09,145.0,apartment,1994,74 years 11 months,545000.0,2018,5,74,24,3758.6206896551726
pasir ris,executive,650,pasir ris dr 10,04 to 06,148.0,apartment,1995,76 years 04 months,550000.0,2018,5,76,23,3716.2162162162163
pasir ris,executive,206,pasir ris st 21,10 to 12,148.0,apartment,1993,74 years 05 months,570000.0,2018,5,74,25,3851.3513513513512
pasir ris,executive,266,pasir ris st 21,01 to 03,146.0,apartment,1994,75 years 05 months,580000.0,2018,5,75,24,3972.6027397260273
pasir ris,executive,131,pasir ris st 11,04 to 06,147.0,apartment,1994,75 years 06 months,605000.0,2018,5,75,24,4115.646258503401
pasir ris,executive,781,pasir ris st 71,01 to 03,143.0,apartment,1996,77 years 03 months,630000.0,2018,5,77,22,4405.5944055944055
pasir ris,executive,500,pasir ris st 52,07 to 09,146.0,apartment,1993,74 years 07 months,648000.0,2018,5,74,25,4438.356164383562
pasir ris,executive,447,pasir ris dr 6,01 to 03,147.0,maisonette,1989,70 years 07 months,660000.0,2018,5,70,29,4489.7959183673465
pasir ris,executive,547,pasir ris st 51,04 to 06,148.0,maisonette,1992,73 years 07 months,660000.0,2018,5,73,26,4459.459459459459
pasir ris,executive,602,elias rd,10 to 12,150.0,apartment,1995,75 years 10 months,665000.0,2018,5,75,23,4433.333333333333
pasir ris,executive,460,pasir ris dr 4,07 to 09,144.0,apartment,1992,73 years 07 months,668000.0,2018,5,73,26,4638.888888888889
pasir ris,executive,581,pasir ris st 53,04 to 06,148.0,apartment,1995,76 years 06 months,683000.0,2018,5,76,23,4614.864864864865
pasir ris,executive,454,pasir ris dr 6,01 to 03,146.0,maisonette,1989,70 years 07 months,700000.0,2018,5,70,29,4794.520547945205
pasir ris,executive,550,pasir ris st 51,10 to 12,144.0,apartment,1992,73 years 08 months,710000.0,2018,5,73,26,4930.555555555556
pasir ris,executive,471,pasir ris dr 6,01 to 03,147.0,maisonette,1989,70 years 02 months,725000.0,2018,5,70,29,4931.972789115646
pasir ris,executive,532,pasir ris dr 1,04 to 06,149.0,apartment,1992,73 years 08 months,745000.0,2018,5,73,26,5000.0
pasir ris,executive,586,pasir ris st 53,01 to 03,145.0,apartment,1995,76 years 05 months,750000.0,2018,5,76,23,5172.413793103448
pasir ris,executive,237,pasir ris st 21,04 to 06,146.0,apartment,1993,74 years 01 month,510000.0,2018,6,74,25,3493.150684931507
pasir ris,executive,222,pasir ris st 21,01 to 03,148.0,apartment,1993,74 years 03 months,540000.0,2018,6,74,25,3648.6486486486488
pasir ris,executive,711,pasir ris st 72,04 to 06,148.0,apartment,1996,77 years,540000.0,2018,6,77,22,3648.6486486486488
pasir ris,executive,650,pasir ris dr 10,01 to 03,146.0,apartment,1995,76 years 04 months,543000.0,2018,6,76,23,3719.178082191781
pasir ris,executive,130,pasir ris st 11,01 to 03,149.0,apartment,1994,74 years 11 months,573000.0,2018,6,74,24,3845.6375838926174
pasir ris,executive,123,pasir ris st 11,01 to 03,147.0,maisonette,1988,69 years 02 months,578888.0,2018,6,69,30,3938.013605442177
pasir ris,executive,136,pasir ris st 11,04 to 06,151.0,apartment,1994,75 years 04 months,588000.0,2018,6,75,24,3894.0397350993376
pasir ris,executive,219,pasir ris st 21,10 to 12,150.0,apartment,1993,74 years 02 months,590000.0,2018,6,74,25,3933.3333333333335
pasir ris,executive,130,pasir ris st 11,04 to 06,149.0,apartment,1994,74 years 11 months,595000.0,2018,6,74,24,3993.288590604027
pasir ris,executive,130,pasir ris st 11,01 to 03,151.0,apartment,1994,74 years 10 months,600000.0,2018,6,74,24,3973.5099337748343
pasir ris,executive,504,pasir ris st 52,04 to 06,146.0,apartment,1993,74 years 03 months,615000.0,2018,6,74,25,4212.328767123287
pasir ris,executive,642,pasir ris dr 10,07 to 09,148.0,apartment,1995,76 years 02 months,625000.0,2018,6,76,23,4222.972972972973
pasir ris,executive,132,pasir ris st 11,04 to 06,149.0,apartment,1994,75 years 05 months,630000.0,2018,6,75,24,4228.187919463087
pasir ris,executive,508,pasir ris st 52,13 to 15,146.0,apartment,1993,74 years 04 months,650000.0,2018,6,74,25,4452.054794520548
pasir ris,executive,111,pasir ris st 11,01 to 03,145.0,maisonette,1990,70 years 11 months,660000.0,2018,6,70,28,4551.724137931034
pasir ris,executive,424,pasir ris dr 6,01 to 03,143.0,maisonette,1989,70 years 03 months,670000.0,2018,6,70,29,4685.314685314685
pasir ris,executive,601,elias rd,01 to 03,150.0,apartment,1995,75 years 10 months,672500.0,2018,6,75,23,4483.333333333333
pasir ris,executive,540,pasir ris st 51,04 to 06,144.0,apartment,1992,73 years 06 months,690000.0,2018,6,73,26,4791.666666666667
pasir ris,executive,129,pasir ris st 11,04 to 06,142.0,apartment,1988,69 years 05 months,490000.0,2018,7,69,30,3450.7042253521126
pasir ris,executive,153,pasir ris st 13,04 to 06,144.0,apartment,1995,75 years 08 months,512000.0,2018,7,75,23,3555.5555555555557
pasir ris,executive,236,pasir ris st 21,01 to 03,148.0,apartment,1993,74 years 01 month,538000.0,2018,7,74,25,3635.135135135135
pasir ris,executive,645,pasir ris dr 10,01 to 03,150.0,apartment,1995,76 years 02 months,540000.0,2018,7,76,23,3600.0
pasir ris,executive,203,pasir ris st 21,07 to 09,145.0,apartment,1993,74 years 02 months,560000.0,2018,7,74,25,3862.0689655172414
pasir ris,executive,130,pasir ris st 11,04 to 06,151.0,apartment,1994,74 years 09 months,580000.0,2018,7,74,24,3841.0596026490066
pasir ris,executive,465,pasir ris st 41,07 to 09,144.0,apartment,1992,73 years 07 months,590000.0,2018,7,73,26,4097.222222222223
pasir ris,executive,460,pasir ris dr 4,01 to 03,146.0,apartment,1992,73 years 05 months,595000.0,2018,7,73,26,4075.3424657534247
pasir ris,executive,714,pasir ris st 72,10 to 12,146.0,apartment,1996,76 years 11 months,600000.0,2018,7,76,22,4109.58904109589
pasir ris,executive,507,pasir ris st 52,01 to 03,145.0,apartment,1993,74 years 02 months,605000.0,2018,7,74,25,4172.413793103448
pasir ris,executive,101,pasir ris st 12,04 to 06,146.0,maisonette,1988,69 years 04 months,615000.0,2018,7,69,30,4212.328767123287
pasir ris,executive,463,pasir ris st 41,04 to 06,146.0,apartment,1992,73 years 05 months,618000.0,2018,7,73,26,4232.876712328767
pasir ris,executive,128,pasir ris st 11,01 to 03,154.0,maisonette,1988,69 years 04 months,620000.0,2018,7,69,30,4025.974025974026
pasir ris,executive,459,pasir ris dr 4,04 to 06,144.0,apartment,1992,73 years 06 months,625000.0,2018,7,73,26,4340.277777777777
pasir ris,executive,129,pasir ris st 11,04 to 06,151.0,maisonette,1988,69 years 04 months,640000.0,2018,7,69,30,4238.41059602649
pasir ris,executive,607,elias rd,07 to 09,155.0,apartment,1995,76 years,650000.0,2018,7,76,23,4193.548387096775
pasir ris,executive,781,pasir ris st 71,04 to 06,143.0,apartment,1996,77 years 01 month,664000.0,2018,7,77,22,4643.356643356643
pasir ris,executive,606,elias rd,07 to 09,154.0,apartment,1995,75 years 09 months,675000.0,2018,7,75,23,4383.116883116883
pasir ris,executive,418,pasir ris dr 6,07 to 09,149.0,maisonette,1989,69 years 09 months,715000.0,2018,7,69,29,4798.657718120805
pasir ris,executive,582,pasir ris st 53,07 to 09,147.0,apartment,1995,76 years 04 months,740000.0,2018,7,76,23,5034.013605442177
pasir ris,executive,578,pasir ris st 53,07 to 09,147.0,apartment,1995,76 years 03 months,750000.0,2018,7,76,23,5102.040816326531
pasir ris,executive,501,pasir ris st 52,13 to 15,146.0,apartment,1993,74 years 05 months,763000.0,2018,7,74,25,5226.027397260274
pasir ris,executive,715,pasir ris st 72,01 to 03,147.0,apartment,1996,76 years 10 months,515000.0,2018,8,76,22,3503.401360544218
pasir ris,executive,238,pasir ris st 21,01 to 03,146.0,apartment,1993,74 years,545000.0,2018,8,74,25,3732.876712328767
pasir ris,executive,221,pasir ris st 21,01 to 03,146.0,apartment,1993,73 years 11 months,550000.0,2018,8,73,25,3767.123287671233
pasir ris,executive,244,pasir ris st 21,04 to 06,150.0,apartment,1993,73 years 11 months,570000.0,2018,8,73,25,3800.0
pasir ris,executive,160,pasir ris st 13,04 to 06,148.0,apartment,1995,75 years 07 months,585000.0,2018,8,75,23,3952.7027027027025
pasir ris,executive,129,pasir ris st 11,07 to 09,142.0,apartment,1988,69 years 03 months,588000.0,2018,8,69,30,4140.845070422535
pasir ris,executive,270,pasir ris st 21,07 to 09,144.0,apartment,1994,75 years 03 months,590000.0,2018,8,75,24,4097.222222222223
pasir ris,executive,459,pasir ris dr 4,01 to 03,142.0,apartment,1992,73 years 05 months,618000.0,2018,8,73,26,4352.112676056338
pasir ris,executive,607,elias rd,04 to 06,149.0,apartment,1995,75 years 11 months,639000.0,2018,8,75,23,4288.5906040268455
pasir ris,executive,457,pasir ris dr 4,10 to 12,144.0,apartment,1992,73 years 05 months,658000.0,2018,8,73,26,4569.444444444444
pasir ris,executive,602,elias rd,01 to 03,154.0,apartment,1995,75 years 07 months,670000.0,2018,8,75,23,4350.649350649351
pasir ris,executive,413,pasir ris dr 6,01 to 03,146.0,maisonette,1989,70 years 04 months,670000.0,2018,8,70,29,4589.041095890411
pasir ris,executive,413,pasir ris dr 6,01 to 03,146.0,maisonette,1989,70 years 04 months,675000.0,2018,8,70,29,4623.287671232877
pasir ris,executive,716,pasir ris st 72,16 to 18,143.0,apartment,1996,76 years 10 months,710000.0,2018,8,76,22,4965.034965034965
pasir ris,executive,605,elias rd,04 to 06,150.0,apartment,1995,75 years 07 months,728000.0,2018,8,75,23,4853.333333333333
pasir ris,executive,779,pasir ris st 71,13 to 15,144.0,apartment,1996,77 years,755000.0,2018,8,77,22,5243.055555555556
pasir ris,executive,583,pasir ris st 53,07 to 09,145.0,apartment,1995,76 years 03 months,765000.0,2018,8,76,23,5275.862068965517
pasir ris,executive,408,pasir ris dr 6,04 to 06,147.0,maisonette,1990,70 years 08 months,770000.0,2018,8,70,28,5238.0952380952385
pasir ris,executive,408,pasir ris dr 6,10 to 12,145.0,maisonette,1990,70 years 09 months,805000.0,2018,8,70,28,5551.724137931034
pasir ris,executive,154,pasir ris st 13,01 to 03,144.0,apartment,1995,75 years 07 months,530000.0,2018,9,75,23,3680.5555555555557
pasir ris,executive,130,pasir ris st 11,04 to 06,149.0,apartment,1994,74 years 07 months,560000.0,2018,9,74,24,3758.3892617449665
pasir ris,executive,646,pasir ris dr 10,04 to 06,150.0,apartment,1995,76 years 01 month,575000.0,2018,9,76,23,3833.3333333333335
pasir ris,executive,243,pasir ris st 21,10 to 12,145.0,apartment,1993,73 years 10 months,580000.0,2018,9,73,25,4000.0
pasir ris,executive,159,pasir ris st 13,04 to 06,152.0,apartment,1995,75 years 05 months,599999.0,2018,9,75,23,3947.3618421052633
pasir ris,executive,646,pasir ris dr 10,04 to 06,146.0,apartment,1995,76 years,605000.0,2018,9,76,23,4143.835616438356
pasir ris,executive,510,pasir ris st 52,01 to 03,143.0,apartment,1993,74 years 01 month,615000.0,2018,9,74,25,4300.699300699301
pasir ris,executive,135,pasir ris st 11,07 to 09,152.0,apartment,1994,75 years 02 months,618000.0,2018,9,75,24,4065.7894736842104
pasir ris,executive,650,pasir ris dr 10,07 to 09,146.0,apartment,1995,76 years 01 month,620000.0,2018,9,76,23,4246.575342465753
pasir ris,executive,509,pasir ris st 52,13 to 15,148.0,apartment,1993,74 years,625000.0,2018,9,74,25,4222.972972972973
pasir ris,executive,711,pasir ris st 72,04 to 06,145.0,maisonette,1996,76 years 09 months,625000.0,2018,9,76,22,4310.3448275862065
pasir ris,executive,608,elias rd,01 to 03,149.0,apartment,1995,75 years 11 months,628000.0,2018,9,75,23,4214.765100671141
pasir ris,executive,645,pasir ris dr 10,13 to 15,146.0,apartment,1995,76 years 01 month,638000.0,2018,9,76,23,4369.86301369863
pasir ris,executive,456,pasir ris dr 4,04 to 06,148.0,apartment,1992,73 years 03 months,645000.0,2018,9,73,26,4358.108108108108
pasir ris,executive,608,elias rd,04 to 06,149.0,apartment,1995,75 years 11 months,648000.0,2018,9,75,23,4348.993288590604
pasir ris,executive,447,pasir ris dr 6,01 to 03,155.0,maisonette,1989,70 years 02 months,680000.0,2018,9,70,29,4387.096774193548
pasir ris,executive,582,pasir ris st 53,01 to 03,149.0,apartment,1995,76 years 01 month,695000.0,2018,9,76,23,4664.4295302013425
pasir ris,executive,236,pasir ris st 21,10 to 12,147.0,apartment,1993,73 years 10 months,699000.0,2018,9,73,25,4755.102040816327
pasir ris,executive,448,pasir ris dr 6,01 to 03,146.0,maisonette,1989,70 years 04 months,705000.0,2018,9,70,29,4828.767123287671
pasir ris,executive,549,pasir ris st 51,04 to 06,148.0,maisonette,1992,73 years 03 months,705000.0,2018,9,73,26,4763.513513513513
pasir ris,executive,531,pasir ris dr 1,01 to 03,148.0,maisonette,1992,73 years 03 months,735000.0,2018,9,73,26,4966.216216216216
pasir ris,executive,578,pasir ris st 53,07 to 09,146.0,apartment,1995,76 years 01 month,760000.0,2018,9,76,23,5205.479452054795
pasir ris,executive,532,pasir ris dr 1,10 to 12,145.0,apartment,1992,73 years 03 months,803000.0,2018,9,73,26,5537.931034482759
pasir ris,executive,251,pasir ris st 21,07 to 09,150.0,apartment,1993,73 years 09 months,543000.0,2018,10,73,25,3620.0
pasir ris,executive,155,pasir ris st 13,07 to 09,150.0,apartment,1995,75 years 04 months,580000.0,2018,10,75,23,3866.6666666666665
pasir ris,executive,711,pasir ris st 72,01 to 03,145.0,maisonette,1996,76 years 09 months,580000.0,2018,10,76,22,4000.0
pasir ris,executive,646,pasir ris dr 10,10 to 12,146.0,apartment,1995,76 years,608000.0,2018,10,76,23,4164.3835616438355
pasir ris,executive,713,pasir ris st 72,10 to 12,148.0,apartment,1996,76 years 08 months,638888.0,2018,10,76,22,4316.810810810811
pasir ris,executive,647,pasir ris dr 10,10 to 12,145.0,apartment,1995,75 years 11 months,640000.0,2018,10,75,23,4413.793103448276
pasir ris,executive,459,pasir ris dr 4,10 to 12,142.0,apartment,1992,73 years 02 months,665000.0,2018,10,73,26,4683.098591549296
pasir ris,executive,457,pasir ris dr 4,10 to 12,142.0,apartment,1992,73 years 02 months,675000.0,2018,10,73,26,4753.521126760564
pasir ris,executive,501,pasir ris st 52,04 to 06,146.0,apartment,1993,74 years 03 months,695000.0,2018,10,74,25,4760.273972602739
pasir ris,executive,535,pasir ris dr 1,04 to 06,145.0,apartment,1992,73 years 02 months,725000.0,2018,10,73,26,5000.0
pasir ris,executive,531,pasir ris dr 1,04 to 06,148.0,maisonette,1992,73 years 02 months,750000.0,2018,10,73,26,5067.5675675675675
pasir ris,executive,717,pasir ris st 72,01 to 03,146.0,apartment,1996,76 years 07 months,515000.0,2018,11,76,22,3527.3972602739727
pasir ris,executive,235,pasir ris st 21,07 to 09,150.0,apartment,1993,73 years 09 months,600000.0,2018,11,73,25,4000.0
pasir ris,executive,646,pasir ris dr 10,04 to 06,145.0,apartment,1995,75 years 10 months,616000.0,2018,11,75,23,4248.275862068966
pasir ris,executive,422,pasir ris dr 6,01 to 03,151.0,maisonette,1989,70 years,620000.0,2018,11,70,29,4105.960264900662
pasir ris,executive,717,pasir ris st 72,16 to 18,148.0,apartment,1996,76 years 07 months,630000.0,2018,11,76,22,4256.756756756757
pasir ris,executive,418,pasir ris dr 6,01 to 03,149.0,maisonette,1989,69 years 05 months,640000.0,2018,11,69,29,4295.302013422819
pasir ris,executive,547,pasir ris st 51,04 to 06,148.0,maisonette,1992,72 years 11 months,650000.0,2018,11,72,26,4391.891891891892
